SiteNum,Spname,LocalRisk,statusredBook,TEX,Spnameindex,distribution,local,endemic,red,invader
42,בז נודד,RE (as breeder),נכחד כמקנן,poultry,166,0,1,0,1,0
47,בז נודד,RE (as breeder),נכחד כמקנן,poultry,166,0,1,0,1,0
1,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
2,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
6,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
7,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
9,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
10,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
12,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
18,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
19,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
21,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
22,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
23,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
24,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
25,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
27,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
28,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
37,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
40,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
41,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
43,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
44,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
46,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
47,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
48,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
49,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
50,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
51,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
52,דיה שחורה,RE (as breeder),נכחד כמקנן,poultry,167,0,0,0,1,0
9,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
11,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
18,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
19,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
21,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
22,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
24,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
28,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
37,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
40,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
41,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
47,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
49,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
51,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
52,זרון סוף,RE (as breeder),נכחד כמקנן,poultry,168,0,0,0,1,0
1,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
46,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
47,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
48,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
49,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
51,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
52,צבי ארץ-ישראלי,"VU (A1a,C1+2b)",סכנת הכחדה,mammals,169,סהרו ערבי,1,0,1,0
1,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
2,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
6,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
7,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
9,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
10,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
11,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
12,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
13,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
14,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
15,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
16,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
17,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
18,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
19,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
20,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
21,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
22,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
23,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
24,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
25,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
26,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
27,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
28,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
29,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
31,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
32,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
36,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
37,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
40,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
41,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
42,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
43,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
44,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
45,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
46,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
47,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
48,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
49,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
50,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
51,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
52,שרקרק מצוי,"VU (A1acd,C1)",סכנת הכחדה,poultry,170,0,1,0,1,0
17,רץ מדבר,"VU (A1acd,C1,D1)",סכנת הכחדה,poultry,171,0,1,0,1,0
18,רחם,"VU (A1acd,C1+2a,D1)",סכנת הכחדה,poultry,172,0,0,0,1,0
19,רחם,"VU (A1acd,C1+2a,D1)",סכנת הכחדה,poultry,172,0,0,0,1,0
1,סבכי ערבות,"VU (A1acd+B1+2abcde,C1a)",סכנת הכחדה,poultry,173,0,1,0,1,0
19,סבכי ערבות,"VU (A1acd+B1+2abcde,C1a)",סכנת הכחדה,poultry,173,0,1,0,1,0
37,אילנית מצויה,VU (A1c),סכנת הכחדה,amphibians,174,ים תיכוני,1,0,1,0
40,אילנית מצויה,VU (A1c),סכנת הכחדה,amphibians,174,ים תיכוני,1,0,1,0
1,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
2,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
6,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
10,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
16,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
37,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
42,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
46,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
47,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
48,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
50,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
52,צב-יבשה מצוי,‎VU (A1cd‎)*,סכנת הכחדה,reptiles,175,סהרו-ערבי- אירופי,1,1,1,0
14,קיפוד חולות,VU (A1e),סכנת הכחדה,mammals,176,סהרו ערבי,1,0,1,0
16,קיפוד חולות,VU (A1e),סכנת הכחדה,mammals,176,סהרו ערבי,1,0,1,0
32,קיפוד חולות,VU (A1e),סכנת הכחדה,mammals,176,סהרו ערבי,1,0,1,0
18,זיקית סיני,VU (B),סכנת הכחדה,reptiles,177,סהרו-ערבי- אירופי,1,1,1,0
19,זיקית סיני,VU (B),סכנת הכחדה,reptiles,177,סהרו-ערבי- אירופי,1,1,1,0
1,חומט גמד,VU (B),סכנת הכחדה,reptiles,178,צפוני - ים תיכוני,1,0,1,0
2,חומט גמד,VU (B),סכנת הכחדה,reptiles,178,צפוני - ים תיכוני,1,0,1,0
33,חומט גמד,VU (B),סכנת הכחדה,reptiles,178,צפוני - ים תיכוני,1,0,1,0
39,חומט גמד,VU (B),סכנת הכחדה,reptiles,178,צפוני - ים תיכוני,1,0,1,0
40,חומט גמד,VU (B),סכנת הכחדה,reptiles,178,צפוני - ים תיכוני,1,0,1,0
50,חומט גמד,VU (B),סכנת הכחדה,reptiles,178,צפוני - ים תיכוני,1,0,1,0
40,חתול ביצות,"VU (B,D1+2)",סכנת הכחדה,mammals,179,פליארקטי,1,0,1,0
1,אדום חזה,,,poultry,180,0,0,0,0,0
2,אדום חזה,,,poultry,180,0,0,0,0,0
3,אדום חזה,,,poultry,180,0,0,0,0,0
4,אדום חזה,,,poultry,180,0,0,0,0,0
5,אדום חזה,,,poultry,180,0,0,0,0,0
6,אדום חזה,,,poultry,180,0,0,0,0,0
7,אדום חזה,,,poultry,180,0,0,0,0,0
8,אדום חזה,,,poultry,180,0,0,0,0,0
9,אדום חזה,,,poultry,180,0,0,0,0,0
10,אדום חזה,,,poultry,180,0,0,0,0,0
11,אדום חזה,,,poultry,180,0,0,0,0,0
14,אדום חזה,,,poultry,180,0,0,0,0,0
15,אדום חזה,,,poultry,180,0,0,0,0,0
16,אדום חזה,,,poultry,180,0,0,0,0,0
18,אדום חזה,,,poultry,180,0,0,0,0,0
21,אדום חזה,,,poultry,180,0,0,0,0,0
24,אדום חזה,,,poultry,180,0,0,0,0,0
27,אדום חזה,,,poultry,180,0,0,0,0,0
28,אדום חזה,,,poultry,180,0,0,0,0,0
29,אדום חזה,,,poultry,180,0,0,0,0,0
30,אדום חזה,,,poultry,180,0,0,0,0,0
31,אדום חזה,,,poultry,180,0,0,0,0,0
32,אדום חזה,,,poultry,180,0,0,0,0,0
33,אדום חזה,,,poultry,180,0,0,0,0,0
35,אדום חזה,,,poultry,180,0,0,0,0,0
36,אדום חזה,,,poultry,180,0,0,0,0,0
37,אדום חזה,,,poultry,180,0,0,0,0,0
38,אדום חזה,,,poultry,180,0,0,0,0,0
39,אדום חזה,,,poultry,180,0,0,0,0,0
40,אדום חזה,,,poultry,180,0,0,0,0,0
41,אדום חזה,,,poultry,180,0,0,0,0,0
42,אדום חזה,,,poultry,180,0,0,0,0,0
43,אדום חזה,,,poultry,180,0,0,0,0,0
46,אדום חזה,,,poultry,180,0,0,0,0,0
47,אדום חזה,,,poultry,180,0,0,0,0,0
48,אדום חזה,,,poultry,180,0,0,0,0,0
49,אדום חזה,,,poultry,180,0,0,0,0,0
50,אדום חזה,,,poultry,180,0,0,0,0,0
53,אדום חזה,,,poultry,180,0,0,0,0,0
54,אדום חזה,,,poultry,180,0,0,0,0,0
55,אדום חזה,,,poultry,180,0,0,0,0,0
56,אדום חזה,,,poultry,180,0,0,0,0,0
47,בז גמדי,,,poultry,181,0,0,0,0,0
9,ביצנית ירוקת רגל,,,poultry,182,0,0,0,0,0
21,ביצנית ירוקת רגל,,,poultry,182,0,0,0,0,0
11,ביצנית לבנת-כנף,,,poultry,183,0,0,0,0,0
21,ביצנית לבנת-כנף,,,poultry,183,0,0,0,0,0
21,ביצנית לבנת בטן,,,poultry,184,0,0,0,0,0
37,ביצנית לבנת בטן,,,poultry,184,0,0,0,0,0
40,ביצנית לבנת בטן,,,poultry,184,0,0,0,0,0
9,ביצנית מנומרת,,,poultry,185,0,0,0,0,0
11,ביצנית מנומרת,,,poultry,185,0,0,0,0,0
15,ביצנית מנומרת,,,poultry,185,0,0,0,0,0
21,ביצנית מנומרת,,,poultry,185,0,0,0,0,0
37,ביצנית מנומרת,,,poultry,185,0,0,0,0,0
11,ביצנית עדינה,,,poultry,186,0,0,0,0,0
37,ביצנית עדינה,,,poultry,186,0,0,0,0,0
9,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
11,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
14,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
15,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
16,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
21,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
37,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
40,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
47,ביצנית שחורת כנף,,,poultry,187,0,0,0,0,0
11,ברווז חד זנב,,,poultry,188,0,0,0,0,0
1,גבתון אפור,,חולף נדיר,poultry,189,0,0,0,0,0
18,גבתון אפור,,חולף נדיר,poultry,189,0,0,0,0,0
1,דוחל חום גרון,,,poultry,190,0,0,0,0,0
9,דוחל חום גרון,,,poultry,190,0,0,0,0,0
11,דוחל חום גרון,,,poultry,190,0,0,0,0,0
15,דוחל חום גרון,,,poultry,190,0,0,0,0,0
16,דוחל חום גרון,,,poultry,190,0,0,0,0,0
18,דוחל חום גרון,,,poultry,190,0,0,0,0,0
19,דוחל חום גרון,,,poultry,190,0,0,0,0,0
21,דוחל חום גרון,,,poultry,190,0,0,0,0,0
24,דוחל חום גרון,,,poultry,190,0,0,0,0,0
28,דוחל חום גרון,,,poultry,190,0,0,0,0,0
34,דוחל חום גרון,,,poultry,190,0,0,0,0,0
37,דוחל חום גרון,,,poultry,190,0,0,0,0,0
39,דוחל חום גרון,,,poultry,190,0,0,0,0,0
40,דוחל חום גרון,,,poultry,190,0,0,0,0,0
46,דוחל חום גרון,,,poultry,190,0,0,0,0,0
47,דוחל חום גרון,,,poultry,190,0,0,0,0,0
48,דוחל חום גרון,,,poultry,190,0,0,0,0,0
49,דוחל חום גרון,,,poultry,190,0,0,0,0,0
1,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
2,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
3,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
4,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
5,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
6,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
7,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
8,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
9,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
10,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
11,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
12,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
13,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
14,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
15,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
16,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
17,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
18,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
19,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
20,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
21,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
22,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
23,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
24,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
25,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
27,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
28,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
31,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
32,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
33,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
34,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
36,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
37,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
38,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
39,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
40,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
41,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
42,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
43,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
44,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
45,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
46,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
47,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
48,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
49,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
50,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
51,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
52,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
53,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
54,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
55,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
56,דוחל שחור גרון,,,poultry,191,0,0,0,0,0
1,הספרית החלמית,,,butterflies,192,0,1,0,0,0
1,זמיר מנומר,,,poultry,193,0,0,0,0,0
2,זמיר מנומר,,,poultry,193,0,0,0,0,0
6,זמיר מנומר,,,poultry,193,0,0,0,0,0
7,זמיר מנומר,,,poultry,193,0,0,0,0,0
9,זמיר מנומר,,,poultry,193,0,0,0,0,0
10,זמיר מנומר,,,poultry,193,0,0,0,0,0
11,זמיר מנומר,,,poultry,193,0,0,0,0,0
14,זמיר מנומר,,,poultry,193,0,0,0,0,0
15,זמיר מנומר,,,poultry,193,0,0,0,0,0
16,זמיר מנומר,,,poultry,193,0,0,0,0,0
17,זמיר מנומר,,,poultry,193,0,0,0,0,0
18,זמיר מנומר,,,poultry,193,0,0,0,0,0
19,זמיר מנומר,,,poultry,193,0,0,0,0,0
21,זמיר מנומר,,,poultry,193,0,0,0,0,0
22,זמיר מנומר,,,poultry,193,0,0,0,0,0
23,זמיר מנומר,,,poultry,193,0,0,0,0,0
24,זמיר מנומר,,,poultry,193,0,0,0,0,0
27,זמיר מנומר,,,poultry,193,0,0,0,0,0
28,זמיר מנומר,,,poultry,193,0,0,0,0,0
29,זמיר מנומר,,,poultry,193,0,0,0,0,0
30,זמיר מנומר,,,poultry,193,0,0,0,0,0
32,זמיר מנומר,,,poultry,193,0,0,0,0,0
33,זמיר מנומר,,,poultry,193,0,0,0,0,0
35,זמיר מנומר,,,poultry,193,0,0,0,0,0
36,זמיר מנומר,,,poultry,193,0,0,0,0,0
37,זמיר מנומר,,,poultry,193,0,0,0,0,0
38,זמיר מנומר,,,poultry,193,0,0,0,0,0
39,זמיר מנומר,,,poultry,193,0,0,0,0,0
40,זמיר מנומר,,,poultry,193,0,0,0,0,0
41,זמיר מנומר,,,poultry,193,0,0,0,0,0
42,זמיר מנומר,,,poultry,193,0,0,0,0,0
43,זמיר מנומר,,,poultry,193,0,0,0,0,0
47,זמיר מנומר,,,poultry,193,0,0,0,0,0
48,זמיר מנומר,,,poultry,193,0,0,0,0,0
49,זמיר מנומר,,,poultry,193,0,0,0,0,0
54,זמיר מנומר,,,poultry,193,0,0,0,0,0
55,זמיר מנומר,,,poultry,193,0,0,0,0,0
56,זמיר מנומר,,,poultry,193,0,0,0,0,0
1,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
2,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
3,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
4,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
5,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
6,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
7,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
8,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
10,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
11,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
14,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
16,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
17,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
18,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
19,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
20,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
21,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
22,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
23,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
26,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
27,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
28,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
32,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
36,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
37,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
38,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
39,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
40,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
41,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
42,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
43,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
44,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
45,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
46,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
47,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
48,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
49,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
50,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
51,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
52,זנב סנונית נאה,,,butterflies,194,0,1,0,0,0
1,זרון פס,,,poultry,195,0,0,0,0,0
11,זרון פס,,,poultry,195,0,0,0,0,0
19,זרון שדות,,בסכנת הכחדה עולמית,poultry,196,0,0,0,0,0
47,זרון שדות,,בסכנת הכחדה עולמית,poultry,196,0,0,0,0,0
1,זרון תכול,,,poultry,197,0,0,0,0,0
18,זרון תכול,,,poultry,197,0,0,0,0,0
40,זרון תכול,,,poultry,197,0,0,0,0,0
41,זרון תכול,,,poultry,197,0,0,0,0,0
47,זרון תכול,,,poultry,197,0,0,0,0,0
49,זרון תכול,,,poultry,197,0,0,0,0,0
51,זרון תכול,,,poultry,197,0,0,0,0,0
1,זרזיר מצוי,,,poultry,198,0,0,0,0,0
2,זרזיר מצוי,,,poultry,198,0,0,0,0,0
6,זרזיר מצוי,,,poultry,198,0,0,0,0,0
9,זרזיר מצוי,,,poultry,198,0,0,0,0,0
10,זרזיר מצוי,,,poultry,198,0,0,0,0,0
11,זרזיר מצוי,,,poultry,198,0,0,0,0,0
21,זרזיר מצוי,,,poultry,198,0,0,0,0,0
24,זרזיר מצוי,,,poultry,198,0,0,0,0,0
27,זרזיר מצוי,,,poultry,198,0,0,0,0,0
36,זרזיר מצוי,,,poultry,198,0,0,0,0,0
37,זרזיר מצוי,,,poultry,198,0,0,0,0,0
39,זרזיר מצוי,,,poultry,198,0,0,0,0,0
40,זרזיר מצוי,,,poultry,198,0,0,0,0,0
46,זרזיר מצוי,,,poultry,198,0,0,0,0,0
47,זרזיר מצוי,,,poultry,198,0,0,0,0,0
48,זרזיר מצוי,,,poultry,198,0,0,0,0,0
49,זרזיר מצוי,,,poultry,198,0,0,0,0,0
51,זרזיר מצוי,,,poultry,198,0,0,0,0,0
52,זרזיר מצוי,,,poultry,198,0,0,0,0,0
1,זרעית השדה,,,poultry,199,0,0,0,0,0
2,זרעית השדה,,,poultry,199,0,0,0,0,0
6,זרעית השדה,,,poultry,199,0,0,0,0,0
7,זרעית השדה,,,poultry,199,0,0,0,0,0
