SiteNum,SitetName,VegSP,שכיחויות_מלל,אנדמיות_מלל,מוגן,תפוצה פיטוגיאוגרפית (דנין),סטטוס,מספר אדום,אדום,Notes,index
52,קניון נחל פטיש,שלהבית קצרת-שיניים,נפוץ,ישראל וירדן,,אירנו-טורני,,,,,467
12,עמק שרה,שילשון ב מ ,,,,,,,,,466
1,גבעות גורל,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
9,נחל באר שבע מזרח,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
10,תל באר שבע,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
24,שדות חצרים,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
41,שדות נחל כובשים,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
44,מורדות הבסיס הנטוש,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
47,קניון נחל עשן,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
51,שדות אגן פטיש,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
52,קניון נחל פטיש,שיכרון מרושת,תדיר,,,אירנו-טורני,,,,,465
6,כתף באר שבע,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
7,בית החולים הוטרינרי,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
16,נחל בקע תחתון,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
18,גבעות חבלנים,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
26,רזרבה קרקעית לבתי הקברות,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
30,פארק יעלים (גן גדולי ישראל),שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
31,איצטדיון וסרמיל (גן אלזה),שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
32,הקניון הקבור,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
33,גן שני אליהו,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
35,פארק הדסה,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
36,כפר רפאל והגן הזואולוגי,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
37,נחל עולים תחתון,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
38,נחל סוללים עליון,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
39,נחל סוללים תיכון,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
40,נחל סוללים תחתון,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
42,מעלה נחל כובשים,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
45,רמת הבסיס הנטוש,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
50,יער מעלה נחל עשן,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
51,שדות אגן פטיש,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
53,בית קברות בדווי,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
55,בתי הקברות הישנים,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
56,בית הקברות הצבאי הבריטי,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
57,תחנת הרכבת הטורקית,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
58,גן וינגייט,שיטת עלי-הערבה,,,,אוסטרלי,,,,,464
1,גבעות גורל,שיטת ויקטוריה,,,,,,,,מין פולש,463
2,יער דודאים,שיטת ויקטוריה,,,,,,,,מין פולש,463
3,רמות מערב,שיטת ויקטוריה,,,,,,,,מין פולש,463
5,"שדרות צה""ל",שיטת ויקטוריה,,,,,,,,מין פולש,463
18,גבעות חבלנים,שיטת ויקטוריה,,,,,,,,מין פולש,463
42,מעלה נחל כובשים,שיטת ויקטוריה,,,,,,,,מין פולש,463
46,יובלי נחל עשן,שיטת ויקטוריה,,,,,,,,מין פולש,463
7,בית החולים הוטרינרי,שיטה עגולת-הזרעים,,,,אוסטרלי,,,,,462
17,שכונת נחל בקע מערב,שיטה סלילנית,נפוץ,,1,סודני,מוגן,,,,461
18,גבעות חבלנים,שיטה סלילנית,נפוץ,,1,סודני,מוגן,,,,461
40,נחל סוללים תחתון,שיטה סלילנית,נפוץ,,1,סודני,מוגן,,,,461
43,מורדות נחלי עשן - כובשים,שיטה סלילנית,נפוץ,,1,סודני,מוגן,,,,461
2,יער דודאים,שיטה כחלחלה,נפוץ,,,אוסטרלי,,,,,460
4,נחל כובשים עליון,שיטה כחלחלה,נפוץ,,,אוסטרלי,,,,,460
5,"שדרות צה""ל",שיטה כחלחלה,נפוץ,,,אוסטרלי,,,,,460
36,כפר רפאל והגן הזואולוגי,שיטה כחלחלה,נפוץ,,,אוסטרלי,,,,,460
45,רמת הבסיס הנטוש,שיטה כחלחלה,נפוץ,,,אוסטרלי,,,,,460
55,בתי הקברות הישנים,שיטה כחלחלה,נפוץ,,,אוסטרלי,,,,,460
48,יער נחל עשן מערב,שיטה חד-קרנית,,,,,,,,מין פולש,459
4,נחל כובשים עליון,שיח-אברהם מצוי,תדיר,,1,ים-תיכוני,מוגן,,,,458
35,פארק הדסה,שיח-אברהם מצוי,תדיר,,1,ים-תיכוני,מוגן,,,,458
1,גבעות גורל,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
2,יער דודאים,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
3,רמות מערב,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
4,נחל כובשים עליון,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
6,כתף באר שבע,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
7,בית החולים הוטרינרי,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
27,נחל חצרים עליון,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
36,כפר רפאל והגן הזואולוגי,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
40,נחל סוללים תחתון,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
41,שדות נחל כובשים,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
42,מעלה נחל כובשים,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
43,מורדות נחלי עשן - כובשים,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
46,יובלי נחל עשן,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
48,יער נחל עשן מערב,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
49,נחל עשן מערב,שיזף מצוי,נפוץ,,1,סודני,מוגן,,,,457
18,גבעות חבלנים,שיבולת-שועל ערבתית,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,456
47,קניון נחל עשן,שיבולת-שועל ערבתית,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,456
48,יער נחל עשן מערב,שיבולת-שועל ערבתית,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,456
49,נחל עשן מערב,שיבולת-שועל ערבתית,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,456
51,שדות אגן פטיש,שיבולת-שועל ערבתית,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,456
52,קניון נחל פטיש,שיבולת-שועל ערבתית,מצוי,,,אירנו-טורני - סהרו-ערבי,,,,,456
1,גבעות גורל,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
2,יער דודאים,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
3,רמות מערב,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
4,נחל כובשים עליון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
5,"שדרות צה""ל",שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
9,נחל באר שבע מזרח,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
11,פארק נחל באר שבע,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
12,עמק שרה,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
13,עמק שרה דרום,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
14,נחל בקע עליון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
26,רזרבה קרקעית לבתי הקברות,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
27,נחל חצרים עליון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
31,איצטדיון וסרמיל (גן אלזה),שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
32,הקניון הקבור,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
33,גן שני אליהו,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
35,פארק הדסה,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
36,כפר רפאל והגן הזואולוגי,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
37,נחל עולים תחתון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
38,נחל סוללים עליון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
39,נחל סוללים תיכון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
40,נחל סוללים תחתון,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
41,שדות נחל כובשים,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
42,מעלה נחל כובשים,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
43,מורדות נחלי עשן - כובשים,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
45,רמת הבסיס הנטוש,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
46,יובלי נחל עשן,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
48,יער נחל עשן מערב,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
50,יער מעלה נחל עשן,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
51,שדות אגן פטיש,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
52,קניון נחל פטיש,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
57,תחנת הרכבת הטורקית,שיבולת-שועל נפוצה,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,455
1,גבעות גורל,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
2,יער דודאים,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
3,רמות מערב,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
4,נחל כובשים עליון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
6,כתף באר שבע,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
10,תל באר שבע,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
13,עמק שרה דרום,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
14,נחל בקע עליון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
26,רזרבה קרקעית לבתי הקברות,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
27,נחל חצרים עליון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
31,איצטדיון וסרמיל (גן אלזה),שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
37,נחל עולים תחתון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
38,נחל סוללים עליון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
39,נחל סוללים תיכון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
40,נחל סוללים תחתון,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
41,שדות נחל כובשים,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
42,מעלה נחל כובשים,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
43,מורדות נחלי עשן - כובשים,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
45,רמת הבסיס הנטוש,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
46,יובלי נחל עשן,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
52,קניון נחל פטיש,שיבולת-שועל מתפרקת,נפוץ,,,ים-תיכוני,,,,,454
1,גבעות גורל,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
2,יער דודאים,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
10,תל באר שבע,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
22,בתרונות נאות אילן,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
38,נחל סוללים עליון,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
42,מעלה נחל כובשים,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
43,מורדות נחלי עשן - כובשים,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
44,מורדות הבסיס הנטוש,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
45,רמת הבסיס הנטוש,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
46,יובלי נחל עשן,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
47,קניון נחל עשן,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
50,יער מעלה נחל עשן,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
51,שדות אגן פטיש,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
52,קניון נחל פטיש,שופרית כרתית,נפוץ,,,ים-תיכוני,,,,,453
1,גבעות גורל,שומר פשוט,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,452
2,יער דודאים,שומר פשוט,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,452
28,גבעות פארק באר שבע,שומר פשוט,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,452
42,מעלה נחל כובשים,שומר פשוט,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,452
43,מורדות נחלי עשן - כובשים,שומר פשוט,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,452
47,קניון נחל עשן,שומר פשוט,נפוץ,,,ים-תיכוני - אירנו-טורני,,,,,452
1,גבעות גורל,שום שעיר,מצוי,,,ים-תיכוני,,,,,451
2,יער דודאים,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
4,נחל כובשים עליון,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
5,"שדרות צה""ל",שום קטוע,תדיר,,,ים-תיכוני,,,,,450
31,איצטדיון וסרמיל (גן אלזה),שום קטוע,תדיר,,,ים-תיכוני,,,,,450
32,הקניון הקבור,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
35,פארק הדסה,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
39,נחל סוללים תיכון,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
40,נחל סוללים תחתון,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
42,מעלה נחל כובשים,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
45,רמת הבסיס הנטוש,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
46,יובלי נחל עשן,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
50,יער מעלה נחל עשן,שום קטוע,תדיר,,,ים-תיכוני,,,,,450
22,בתרונות נאות אילן,שום קולמן,,,,אירנו-טורני,,5 3,אדום,,449
